Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2018,Public Works,12th Street Maint Benefit Area,Labor and Supply Offset,8669,E,Other Governmental Funds,2865
2018,Finance,NNFP Public Facilities Fee Fund,Other Services and Supplies,400000,E,Other Governmental Funds,2866
2018,Utilities,Storm Drainage Fund,City Property,453186,E,Enterprise Funds,2867
2019,City Clerk,General Fund,Other Services and Supplies,559211,E,General Fund,2868
2018,Information Technology,Parking Fund,Transfers,99399,E,Enterprise Funds,2869
2018,Public Works,Citation I-5 Maintenance,Labor and Supply Offset,25000,E,Other Governmental Funds,2870
2018,Finance,Northside Subdiv Maint Dist,Labor and Supply Offset,5098,E,Other Governmental Funds,2871
2018,Utilities,Storm Drainage Fund,Employee Services,14867550,E,Enterprise Funds,2872
2019,City Clerk,Interdepartmental Service Fund,Labor and Supply Offset,949725,E,Other Governmental Funds,2873
2018,Information Technology,Recycling and Solid Waste,Labor and Supply Offset,935812,E,Enterprise Funds,2874
2018,Public Works,Del Paso Nuevo Landscaping CFD,Labor and Supply Offset,14891,E,Other Governmental Funds,2875
2018,Finance,NW Land Park CFD 2013-02,Labor and Supply Offset,4569,E,Other Governmental Funds,2876
2018,Utilities,Storm Drainage Fund,Labor and Supply Offset,4133372,E,Enterprise Funds,2877
2019,City Clerk,General Fund,"Charges, Fees, and Services",2000,R,General Fund,2878
2018,Information Technology,Recycling and Solid Waste,Transfers,192468,E,Enterprise Funds,2879
2018,Public Works,Gas Tax 2106,Labor and Supply Offset,10745399,E,Other Governmental Funds,2880
2018,Finance,Oak Park PBID,Labor and Supply Offset,2171,E,Other Governmental Funds,2881
2018,Utilities,Storm Drainage Fund,Operating Transfers,3949200,E,Enterprise Funds,2882
2019,City Clerk,General Fund,Intergovernmental,50000,R,General Fund,2883
2018,Information Technology,Storm Drainage Fund,Labor and Supply Offset,26403,E,Enterprise Funds,2884
2018,Public Works,Interdepartmental Service Fund,Labor and Supply Offset,1524163,E,Other Governmental Funds,2885
2018,Finance,Old Sacto Maint Dist,Labor and Supply Offset,4617,E,Other Governmental Funds,2886
2018,Utilities,Storm Drainage Fund,Other Services and Supplies,8173551,E,Enterprise Funds,2887
2019,City Manager,General Fund,City Property,18326,E,General Fund,2888
2018,Information Technology,Storm Drainage Fund,Transfers,142135,E,Enterprise Funds,2889
2018,Public Works,Laguna Creek Maint Dist,Labor and Supply Offset,43200,E,Other Governmental Funds,2890
2018,Public Works,Land Park,Labor and Supply Offset,52850,E,Other Governmental Funds,2891
2018,Public Works,Landscaping and Lighting,Labor and Supply Offset,11504174,E,Other Governmental Funds,2892
2018,Public Works,Landscaping and Lighting,Operating Transfers,0,E,Other Governmental Funds,2893
2018,Public Works,Marina Fund,Employee Services,381188,E,Other Governmental Funds,2894
2018,Public Works,Marina Fund,Labor and Supply Offset,3876,E,Other Governmental Funds,2895
2018,Public Works,Marina Fund,Other Services and Supplies,351401,E,Other Governmental Funds,2896
2018,Public Works,N Nat Lndscp 99-02,Labor and Supply Offset,336263,E,Other Governmental Funds,2897
2018,Public Works,N Natomas Lands CFD 3,Labor and Supply Offset,410500,E,Other Governmental Funds,2898
2018,Public Works,Neighborhood Lighting Dist,Labor and Supply Offset,25009,E,Other Governmental Funds,2899
2018,Public Works,Neighborhood Water Quality Dist,Labor and Supply Offset,26592,E,Other Governmental Funds,2900
2018,Public Works,New Measure A Maintenance,Labor and Supply Offset,8930697,E,Other Governmental Funds,2901
2018,Public Works,Northside Subdiv Maint Dist,Labor and Supply Offset,4075,E,Other Governmental Funds,2902
2018,Public Works,Power Inn Rd Md 2003-01,Labor and Supply Offset,5725,E,Other Governmental Funds,2903
2018,Public Works,Railyards Maint CFD No 2014-04,Labor and Supply Offset,39617,E,Other Governmental Funds,2904
2018,Public Works,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,32928,E,Other Governmental Funds,2905
2018,Public Works,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,41710,E,Other Governmental Funds,2906
2018,Public Works,State Route 160,Labor and Supply Offset,0,E,Other Governmental Funds,2907
2018,Public Works,State Route 275,Labor and Supply Offset,0,E,Other Governmental Funds,2908
2018,Public Works,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,296107,E,Other Governmental Funds,2909
2018,Public Works,Traffic Safety Fund,Labor and Supply Offset,857821,E,Other Governmental Funds,2910
2018,Public Works,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,26786,E,Other Governmental Funds,2911
2018,Public Works,Willowcreek Assmnt Md,Labor and Supply Offset,11600,E,Other Governmental Funds,2912
2018,Public Works,Willowcreek Lndscpng CFD,Labor and Supply Offset,82703,E,Other Governmental Funds,2913
2018,Public Works,Parking Fund,"Charges, Fees, and Services",18544249,R,Enterprise Funds,2914
2018,Public Works,Parking Fund,"Interest, Rents, and Concessions",673962,R,Enterprise Funds,2915
2018,Public Works,Recycling and Solid Waste,"Charges, Fees, and Services",62817000,R,Enterprise Funds,2916
2018,Public Works,Recycling and Solid Waste,Intergovernmental,182500,R,Enterprise Funds,2917
2018,Public Works,General Fund,"Charges, Fees, and Services",11062464,R,General Fund,2918
2018,Public Works,General Fund,"Fines, Forfeitures, and  Penalties",10827683,R,General Fund,2919
2018,Public Works,General Fund,"Interest, Rents, and Concessions",49000,R,General Fund,2920
2018,Public Works,General Fund,Intergovernmental,198000,R,General Fund,2921
2018,Public Works,General Fund,Licenses and Permits,39000,R,General Fund,2922
2018,Public Works,Fleet Management Fund,"Charges, Fees, and Services",6278609,R,Internal Service Funds,2923
2018,Public Works,Fleet Management Fund,"Interest, Rents, and Concessions",528579,R,Internal Service Funds,2924
2018,Public Works,Fleet Management Fund,Miscellaneous Revenue,43538928,R,Internal Service Funds,2925
2018,Public Works,Cal EPA Fund,Intergovernmental,172370,R,Other Governmental Funds,2926
2018,Public Works,Marina Fund,"Charges, Fees, and Services",264000,R,Other Governmental Funds,2927
2018,Public Works,Marina Fund,Intergovernmental,25000,R,Other Governmental Funds,2928
2018,Public Works,Marina Fund,Licenses and Permits,1069575,R,Other Governmental Funds,2929
2018,Public Works,Street Cut Fund,Licenses and Permits,50000,R,Other Governmental Funds,2930
2018,Utilities,Community Center Fund,Labor and Supply Offset,4983,E,Enterprise Funds,2931
2018,Finance,Power Inn Area Prop & Business,Labor and Supply Offset,3908,E,Other Governmental Funds,2932
2018,Utilities,Storm Drainage Fund,Transfers,-675819,E,Enterprise Funds,2933
2019,City Manager,General Fund,Employee Services,7152027,E,General Fund,2934
2018,Finance,Power Inn Rd Md 2003-01,Labor and Supply Offset,4446,E,Other Governmental Funds,2935
2019,City Manager,General Fund,Labor and Supply Offset,-1915582,E,General Fund,2936
2018,Utilities,Wastewater Fund,City Property,2367500,E,Enterprise Funds,2937
2018,Finance,Railyards Maint CFD No 2014-04,Labor and Supply Offset,1578,E,Other Governmental Funds,2938
2018,Information Technology,Wastewater Fund,Labor and Supply Offset,35217,E,Enterprise Funds,2939
2018,Utilities,Wastewater Fund,Employee Services,9089190,E,Enterprise Funds,2940
2018,Finance,Sac Tourism Marketing District,Labor and Supply Offset,114000,E,Other Governmental Funds,2941
2018,Information Technology,Wastewater Fund,Transfers,224276,E,Enterprise Funds,2942
2018,Utilities,Wastewater Fund,Labor and Supply Offset,6448866,E,Enterprise Funds,2943
2019,City Manager,General Fund,Other Services and Supplies,1609082,E,General Fund,2944
2018,Finance,SacMaintCFD2014-04 Annex Areas,Labor and Supply Offset,3425,E,Other Governmental Funds,2945
2018,Information Technology,Water Fund,Labor and Supply Offset,144469,E,Enterprise Funds,2946
2018,Utilities,Wastewater Fund,Operating Transfers,3957300,E,Enterprise Funds,2947
2019,City Manager,2003 North Sac TE TABS,Other Services and Supplies,9000,E,Other Governmental Funds,2948
2018,Finance,SacMaintCFD2014-04 Area 01,Labor and Supply Offset,6109,E,Other Governmental Funds,2949
2018,Information Technology,Water Fund,Transfers,315807,E,Enterprise Funds,2950
2018,Utilities,Wastewater Fund,Other Services and Supplies,7042038,E,Enterprise Funds,2951
2019,City Manager,Block Grant/Housing & Redev,Other Services and Supplies,29250,E,Other Governmental Funds,2952
2018,Finance,Special District Info/Rpt Sys,Labor and Supply Offset,54000,E,Other Governmental Funds,2953
2018,Information Technology,General Fund,City Property,369195,E,General Fund,2954
2018,Utilities,Wastewater Fund,Transfers,109616,E,Enterprise Funds,2955
2019,City Manager,Innovation and Growth Fund,Employee Services,367686,E,Other Governmental Funds,2956
2018,Finance,Special District Info/Rpt Sys,Other Services and Supplies,93993,E,Other Governmental Funds,2957
2018,Information Technology,General Fund,Employee Services,21970280,E,General Fund,2958
2018,Utilities,Water Fund,City Property,2592145,E,Enterprise Funds,2959
2019,City Manager,Innovation and Growth Fund,Other Services and Supplies,215333,E,Other Governmental Funds,2960
2018,Finance,Stockton Blvd PBID,Labor and Supply Offset,1084,E,Other Governmental Funds,2961
2018,Information Technology,General Fund,Labor and Supply Offset,-8115826,E,General Fund,2962
2018,Utilities,Water Fund,Employee Services,37694203,E,Enterprise Funds,2963
2019,City Manager,Interdepartmental Service Fund,Labor and Supply Offset,1788355,E,Other Governmental Funds,2964
2018,Finance,Subdiv Lndscpng Maint Dist,Labor and Supply Offset,31422,E,Other Governmental Funds,2965
2018,Information Technology,General Fund,Other Services and Supplies,977324,E,General Fund,2966
2018,Utilities,Water Fund,Labor and Supply Offset,-10399737,E,Enterprise Funds,2967
2019,City Manager,General Fund,"Charges, Fees, and Services",158208,R,General Fund,2968
2018,Finance,Sutter Business Imprvmt Area,Other Services and Supplies,150000,E,Other Governmental Funds,2969
2018,Information Technology,General Fund,Transfers,-1330341,E,General Fund,2970
2018,Utilities,Water Fund,Operating Transfers,13018830,E,Enterprise Funds,2971
2019,City Manager,General Fund,Licenses and Permits,4394750,R,General Fund,2972
2018,Finance,The River District PBID,Labor and Supply Offset,1701,E,Other Governmental Funds,2973
2018,Information Technology,Fleet Management Fund,Labor and Supply Offset,0,E,Internal Service Funds,2974
2018,Utilities,Water Fund,Other Services and Supplies,22975287,E,Enterprise Funds,2975
2019,City Manager,Block Grant/Housing & Redev,Intergovernmental,29250,R,Other Governmental Funds,2976
2019,City Treasurer,General Fund,City Property,4500,E,General Fund,2977
2019,City Treasurer,General Fund,Employee Services,2158137,E,General Fund,2978
2019,City Treasurer,General Fund,Labor and Supply Offset,-311688,E,General Fund,2979
2019,City Treasurer,General Fund,Other Services and Supplies,290272,E,General Fund,2980
2019,City Treasurer,Interdepartmental Service Fund,Labor and Supply Offset,312038,E,Other Governmental Funds,2981
2019,City Treasurer,General Fund,Contributions from Other Funds,2250958,R,General Fund,2982
2019,City Treasurer,General Fund,Intergovernmental,1245000,R,General Fund,2983
2019,Citywide and Community Support,Community Center Fund,Employee Services,203727,E,Enterprise Funds,2984
2019,Citywide and Community Support,Community Center Fund,Other Services and Supplies,1448700,E,Enterprise Funds,2985
2019,Citywide and Community Support,Parking Fund,Employee Services,154835,E,Enterprise Funds,2986
2019,Citywide and Community Support,Parking Fund,Other Services and Supplies,321000,E,Enterprise Funds,2987
2019,Citywide and Community Support,Recycling and Solid Waste,Employee Services,1416964,E,Enterprise Funds,2988
2019,Citywide and Community Support,Storm Drainage Fund,Employee Services,568073,E,Enterprise Funds,2989
2019,Citywide and Community Support,Wastewater Fund,Employee Services,355423,E,Enterprise Funds,2990
2019,Citywide and Community Support,Water Fund,Employee Services,1385123,E,Enterprise Funds,2991
2019,Citywide and Community Support,General Fund,City Property,300000,E,General Fund,2992
2019,Citywide and Community Support,General Fund,Contingency,1000000,E,General Fund,2993
2019,Citywide and Community Support,General Fund,Employee Services,17988835,E,General Fund,2994
2019,Citywide and Community Support,General Fund,Labor and Supply Offset,-1547142,E,General Fund,2995
2019,Citywide and Community Support,General Fund,Other Services and Supplies,46876223,E,General Fund,2996
2019,Citywide and Community Support,Fleet Management Fund,Employee Services,402806,E,Internal Service Funds,2997
2019,Citywide and Community Support,4th R Program,Employee Services,31971,E,Other Governmental Funds,2998
2019,Citywide and Community Support,Cty/Cnty Office-Water Planning,City Property,4000,E,Other Governmental Funds,2999
2019,Citywide and Community Support,Cty/Cnty Office-Water Planning,Employee Services,606875,E,Other Governmental Funds,3000
2019,Citywide and Community Support,Cty/Cnty Office-Water Planning,Operating Transfers,-278063,E,Other Governmental Funds,3001
2019,Citywide and Community Support,Cty/Cnty Office-Water Planning,Other Services and Supplies,655233,E,Other Governmental Funds,3002
2019,Citywide and Community Support,Del Paso PBID,Other Services and Supplies,42000,E,Other Governmental Funds,3003
2019,Citywide and Community Support,Del Paso Prop & Business Imprv,Other Services and Supplies,477820,E,Other Governmental Funds,3004
2019,Citywide and Community Support,Downtown Management District,Other Services and Supplies,3088780,E,Other Governmental Funds,3005
2019,Citywide and Community Support,Downtown Plaza PBID,Other Services and Supplies,43163,E,Other Governmental Funds,3006
2019,Citywide and Community Support,Franklin Blvd PBID,Other Services and Supplies,44441,E,Other Governmental Funds,3007
2019,Citywide and Community Support,Franklin Boulevard PBID,Other Services and Supplies,146442,E,Other Governmental Funds,3008
2018,Finance,Township 9 CFD No. 2012-06,Labor and Supply Offset,1434,E,Other Governmental Funds,3009
2018,Finance,Village Garden N.-Mtce Dist #1,Labor and Supply Offset,10291,E,Other Governmental Funds,3010
2018,Finance,Willowcreek Assmnt Md,Labor and Supply Offset,9009,E,Other Governmental Funds,3011
2018,Finance,Willowcreek Lndscpng CFD,Labor and Supply Offset,2689,E,Other Governmental Funds,3012
2018,Finance,General Fund,"Charges, Fees, and Services",92293,R,General Fund,3013
2018,Finance,General Fund,"Fines, Forfeitures, and  Penalties",18000,R,General Fund,3014
2018,Finance,General Fund,Intergovernmental,116084,R,General Fund,3015
2018,Finance,General Fund,Licenses and Permits,5589482,R,General Fund,3016
2018,Finance,General Fund,Miscellaneous Revenue,153533,R,General Fund,3017
2018,Finance,12th Street Maint Benefit Area,"Charges, Fees, and Services",15531,R,Other Governmental Funds,3018
2018,Finance,Del Paso Nuevo Landscaping CFD,"Charges, Fees, and Services",35989,R,Other Governmental Funds,3019
2018,Finance,Del Paso PBID,"Charges, Fees, and Services",28377,R,Other Governmental Funds,3020
2018,Finance,Del Paso Prop & Business Imprv,"Charges, Fees, and Services",362398,R,Other Governmental Funds,3021
2018,Finance,Downtown Management District,"Charges, Fees, and Services",2949913,R,Other Governmental Funds,3022
2018,Finance,Downtown Plaza PBID,"Charges, Fees, and Services",42653,R,Other Governmental Funds,3023
2018,Finance,Franklin Blvd PBID,"Charges, Fees, and Services",37595,R,Other Governmental Funds,3024
