Fiscal_Year,Department,Fund,CATEGORY,Amount,ExpenseRevenue,Fund_Category,ObjectId
2026,Fire,General Fund,Other Services and Supplies,418532,Expenses,Fund Total,7572
2026,Utilities,Water Fund,Other Services and Supplies,3000,Expenses,Enterprise Funds,7573
2026,Utilities,Wastewater Fund,Other Services and Supplies,3000,Expenses,Enterprise Funds,7574
2026,Utilities,Wastewater Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,7575
2026,Utilities,Water Fund,Other Services and Supplies,4155,Expenses,Enterprise Funds,7576
2026,Utilities,Water Fund,Other Services and Supplies,4000,Expenses,Enterprise Funds,7577
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,12500,Expenses,Enterprise Funds,7578
2026,Utilities,Wastewater Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,7579
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,8094,Expenses,Enterprise Funds,7580
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,450,Expenses,Fund Total,7581
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,6000,Expenses,Fund Total,7582
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,4000,Expenses,Other Governmental Funds,7583
2026,Public Works,General Fund,Other Services and Supplies,20000,Expenses,Fund Total,7584
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,250000,Expenses,Enterprise Funds,7585
2026,Public Works,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,7586
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,120610,Expenses,Enterprise Funds,7587
2026,Public Works,General Fund,Other Services and Supplies,28924,Expenses,Fund Total,7588
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,3004,Expenses,Enterprise Funds,7589
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,7590
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,5500,Expenses,Enterprise Funds,7591
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,85500,Expenses,Enterprise Funds,7592
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,33992,Expenses,Fund Total,7593
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,2500,Expenses,Fund Total,7594
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,125,Expenses,Fund Total,7595
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,10000,Expenses,Fund Total,7596
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,1000,Expenses,Enterprise Funds,7597
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,2000,Expenses,Fund Total,7598
2026,Public Works,General Fund,Other Services and Supplies,250000,Expenses,Fund Total,7599
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,7600
2026,Public Works,Fleet Management Fund,Other Services and Supplies,420372,Expenses,Internal Service Funds,7601
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,69065,Expenses,Enterprise Funds,7602
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,8000,Expenses,Fund Total,7603
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,419191,Expenses,Fund Total,7604
2026,Public Works,General Fund,Other Services and Supplies,250000,Expenses,Fund Total,7605
2026,Utilities,Water Fund,Other Services and Supplies,10000,Expenses,Enterprise Funds,7606
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,7607
2026,Utilities,Water Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,7608
2026,Public Works,Marina Fund,Other Services and Supplies,2400,Expenses,Other Governmental Funds,7609
2026,Utilities,Water Fund,Other Services and Supplies,45000,Expenses,Enterprise Funds,7610
2026,Public Works,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,7611
2026,Utilities,Wastewater Fund,Other Services and Supplies,210000,Expenses,Enterprise Funds,7612
2026,Public Works,General Fund,Other Services and Supplies,3152,Expenses,Fund Total,7613
2026,Public Works,General Fund,Other Services and Supplies,1135519,Expenses,Fund Total,7614
2026,Public Works,General Fund,Other Services and Supplies,15000,Expenses,Fund Total,7615
2026,Utilities,Water Fund,Other Services and Supplies,94200,Expenses,Enterprise Funds,7616
2026,Utilities,Water Fund,Other Services and Supplies,59444,Expenses,Enterprise Funds,7617
2026,Public Works,General Fund,Other Services and Supplies,45000,Expenses,Fund Total,7618
2026,Utilities,Water Fund,Other Services and Supplies,170000,Expenses,Enterprise Funds,7619
2026,Utilities,Water Fund,Other Services and Supplies,1000,Expenses,Enterprise Funds,7620
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,7500,Expenses,Enterprise Funds,7621
2026,Utilities,Water Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,7622
2026,Public Works,Parking Fund,Other Services and Supplies,34401,Expenses,Enterprise Funds,7623
2026,Public Works,General Fund,Other Services and Supplies,500,Expenses,Fund Total,7624
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,7625
2026,Public Works,General Fund,Other Services and Supplies,150,Expenses,Fund Total,7626
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,30000,Expenses,Enterprise Funds,7627
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,20000,Expenses,Enterprise Funds,7628
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,4000,Expenses,Enterprise Funds,7629
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,13855,Expenses,Fund Total,7630
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,2000,Expenses,Enterprise Funds,7631
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,7500,Expenses,Fund Total,7632
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,6000,Expenses,Enterprise Funds,7633
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,5288,Expenses,Enterprise Funds,7634
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,10000,Expenses,Fund Total,7635
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,2000,Expenses,Enterprise Funds,7636
2026,Public Works,Recycling and Solid Waste,Other Services and Supplies,7000,Expenses,Enterprise Funds,7637
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,250,Expenses,Fund Total,7638
2026,Public Works,Fleet Management Fund,Other Services and Supplies,37564,Expenses,Internal Service Funds,7639
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,7640
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,2000,Expenses,Fund Total,7641
2026,Public Works,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,7642
2026,Public Works,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,7643
2026,Public Works,General Fund,Other Services and Supplies,8000,Expenses,Fund Total,7644
2026,Utilities,Water Fund,Other Services and Supplies,4000,Expenses,Enterprise Funds,7645
2026,Public Works,General Fund,Other Services and Supplies,6992,Expenses,Fund Total,7646
2026,Utilities,Wastewater Fund,Other Services and Supplies,40000,Expenses,Enterprise Funds,7647
2026,Public Works,General Fund,Other Services and Supplies,4295,Expenses,Fund Total,7648
2026,Utilities,Water Fund,Other Services and Supplies,2800,Expenses,Enterprise Funds,7649
2026,Utilities,Storm Drainage Fund,Other Services and Supplies,9000,Expenses,Enterprise Funds,7650
2026,Public Works,General Fund,Other Services and Supplies,35000,Expenses,Fund Total,7651
2026,Utilities,Water Fund,Other Services and Supplies,2000,Expenses,Enterprise Funds,7652
2026,Utilities,Water Fund,Other Services and Supplies,1500,Expenses,Enterprise Funds,7653
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,7654
2026,Public Works,Parking Fund,Other Services and Supplies,5000,Expenses,Enterprise Funds,7655
2026,Public Works,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,7656
2026,Public Works,Parking Fund,Other Services and Supplies,900,Expenses,Enterprise Funds,7657
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,2000,Expenses,Risk Management,7658
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,7659
2026,Public Works,Parking Fund,Other Services and Supplies,900,Expenses,Enterprise Funds,7660
2026,Public Works,Parking Fund,Other Services and Supplies,900,Expenses,Enterprise Funds,7661
2026,Public Works,Parking Fund,Other Services and Supplies,5,Expenses,Enterprise Funds,7662
2026,Public Works,Parking Fund,Other Services and Supplies,900,Expenses,Enterprise Funds,7663
2026,Public Works,Parking Fund,Other Services and Supplies,453,Expenses,Enterprise Funds,7664
2026,City Manager,General Fund,Other Services and Supplies,14000,Expenses,Fund Total,7665
2026,City Manager,Measure U Fund,Other Services and Supplies,20000,Expenses,Fund Total,7666
2026,City Manager,Measure U Fund,Other Services and Supplies,1000,Expenses,Fund Total,7667
2026,Mayor/Council,Measure U Fund,Other Services and Supplies,5000,Expenses,Fund Total,7668
2026,Office of the City Auditor,General Fund,Other Services and Supplies,12500,Expenses,Fund Total,7669
2026,Office of the City Auditor,General Fund,Other Services and Supplies,7500,Expenses,Fund Total,7670
2026,City Manager,General Fund,Other Services and Supplies,9000,Expenses,Fund Total,7671
2026,City Manager,General Fund,Other Services and Supplies,2500,Expenses,Fund Total,7672
2026,City Manager,General Fund,Other Services and Supplies,500,Expenses,Fund Total,7673
2026,City Manager,Innovation and Growth Fund,Other Services and Supplies,1000,Expenses,Other Governmental Funds,7674
2026,City Manager,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,7675
2026,City Attorney,General Fund,Other Services and Supplies,70000,Expenses,Fund Total,7676
2026,City Treasurer,General Fund,Other Services and Supplies,18672,Expenses,Fund Total,7677
2026,City Clerk,General Fund,Other Services and Supplies,11500,Expenses,Fund Total,7678
2026,City Manager,Measure U Fund,Other Services and Supplies,500,Expenses,Fund Total,7679
2026,Finance,General Fund,Other Services and Supplies,5500,Expenses,Fund Total,7680
2026,Finance,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,7681
2026,Finance,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,7682
2026,Finance,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,7683
2026,Finance,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,7684
2026,Finance,General Fund,Other Services and Supplies,12000,Expenses,Fund Total,7685
2026,Finance,General Fund,Other Services and Supplies,5220,Expenses,Fund Total,7686
2026,Finance,General Fund,Other Services and Supplies,7500,Expenses,Fund Total,7687
2026,Finance,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,7688
2026,Information Technology,General Fund,Other Services and Supplies,12559,Expenses,Fund Total,7689
2026,Human Resources,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,7690
2026,Human Resources,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,7691
2026,Information Technology,General Fund,Other Services and Supplies,500,Expenses,Fund Total,7692
2026,Human Resources,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,7693
2026,Finance,General Fund,Other Services and Supplies,300,Expenses,Fund Total,7694
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,3200,Expenses,Risk Management,7695
2026,Human Resources,Worker's Compensation Fund,Other Services and Supplies,7000,Expenses,Risk Management,7696
2026,Human Resources,General Fund,Other Services and Supplies,6750,Expenses,Fund Total,7697
2026,Human Resources,Risk Mgmt Fund,Other Services and Supplies,11682,Expenses,Risk Management,7698
2026,Police,General Fund,Other Services and Supplies,7000,Expenses,Fund Total,7699
2026,Police,General Fund,Other Services and Supplies,1200,Expenses,Fund Total,7700
2026,Police,General Fund,Other Services and Supplies,8000,Expenses,Fund Total,7701
2026,Police,General Fund,Other Services and Supplies,10000,Expenses,Fund Total,7702
2026,Police,General Fund,Other Services and Supplies,1500,Expenses,Fund Total,7703
2026,Fire,General Fund,Other Services and Supplies,6000,Expenses,Fund Total,7704
2026,Fire,General Fund,Other Services and Supplies,3000,Expenses,Fund Total,7705
2026,Fire,General Fund,Other Services and Supplies,7094,Expenses,Fund Total,7706
2026,Fire,General Fund,Other Services and Supplies,4000,Expenses,Fund Total,7707
2026,Fire,General Fund,Other Services and Supplies,400,Expenses,Fund Total,7708
2026,Fire,General Fund,Other Services and Supplies,1350,Expenses,Fund Total,7709
2026,Fire,General Fund,Other Services and Supplies,1000,Expenses,Fund Total,7710
2026,Utilities,Water Fund,Other Services and Supplies,3100,Expenses,Enterprise Funds,7711
2026,Convention and Cultural Services,Measure U Fund,Other Services and Supplies,3000,Expenses,Fund Total,7712
2026,Public Works,General Fund,Other Services and Supplies,5000,Expenses,Fund Total,7713
2026,"Youth, Parks, and Community Enrichment",4th R Program,Other Services and Supplies,1500,Expenses,Other Governmental Funds,7714
2026,Public Works,General Fund,Other Services and Supplies,100,Expenses,Fund Total,7715
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,500,Expenses,Enterprise Funds,7716
2026,"Youth, Parks, and Community Enrichment",Measure U Fund,Other Services and Supplies,7500,Expenses,Fund Total,7717
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,3500,Expenses,Enterprise Funds,7718
2026,Convention and Cultural Services,Community Center Fund,Other Services and Supplies,7500,Expenses,Enterprise Funds,7719
